County Name,Market Name,Market Location,Manager,Days,Hours,Months,Market Phone,Latitude,Longitude
Los Angeles,Santa Monica Farmers Market - Saturday Downtown,"Arizona Ave. @ 3rd St., Santa Monica, 90401",Jaclyn Rivera- Krouse,Sat,8am - 1pm,Year Round,(420) 330-4216,34.016989992939,-118.497700038598
Los Angeles,Santa Monica Farmers Market - Saturday Pico,"2200 Virginia Ave., corner Virginia Ave.. & Cloverfield Ave., Santa Monica, 90404",Kym Otterstedt,Sat,8am - 1pm,Year Round,(424) 280-2629,34.023070015955,-118.4675499976
Los Angeles,Helen Albert Certified Farmers' Market,"1200 N. Vista St. @ Fountain Ave., West Hollywood, 90046",Dana AlHaddad,Mon,9am - 2pm,Year Round,(323) 848-6511,34.094359988391,-118.351749981917
Los Angeles,Palos Verdes Farmers Market,"27118 Silver Spur Rd., Hawthorne / Silver Spur, Rolling Hills Estates, 90274",Brian Weiss,Sun.,8am - 1pm,Year Round,(310) 328-8076,33.777903339528,-118.374561113326
Los Angeles,Studio City Farmers Market,"Ventura Place between Laural Canyon Blvd. and Radford Ave., Studio City, 91604",Esther Walker,Sun,8am - 1pm,Year Round,(818) 655-7744,34.143649979561,-118.392839999121
Los Angeles,Larchmont Village CFM,"209 N. Larchmont Blvd. Lot #694, at Beverly, Los Angeles, 90067",Jennifer Cohen,Sun.,10am - 2pm,Year Round,(818) 591-8161,34.074863891152,-118.323660883272
Los Angeles,Pasadena Certified Farmers' Market (Victory Park),"2901 E. Sierra Madre Blvd., Parking lot next to Pasadena High School, Pasadena, 91107",Gretchen Sterling,Sat,8am - noon,Year Round,(626) 449-0179,34.161663273339,-118.09113835462
Los Angeles,South Pasadena Certified Farmers Market,"913 Meridian Ave. @ Mission, South Pasadena, 91030",Carole Gallegos,Thu,"4- 8pm, 7pm fall/wint er",Year Round,(626) 403-2820,34.115740002187,-118.157139959818
Los Angeles,Melrose Place CFM,"8400 Melrose Ave., cross street La Cienga, Los Angeles, 90069",Heath Northam,Sun.,10am - 2pm,Year Round,(818) 591-8161,34.083370014133,-118.373507558542
Los Angeles,El Segundo Community Farmers Market,"350 Main St. between Main St. & Holly, Main St. & Grand, El Segundo, 90245",Shawn Green,Thur.,3- 7pm,Year Round,(310) 524-2707,33.920461984314,-118.415942535929
Los Angeles,Silver Lake Certified Farmers' Market,"1500 Griffith Park Blvd. between Sunset Blvd. & Edgecliff Dr., Los Angeles, 90026",Edwin Gomez,Sat,8am - 1:30pm,Year Round,(213) 484-4002,34.090244186678,-118.277339341275
Los Angeles,Santa Monica Farmers Market - Wednesday Downtown,"3rd St. & Arizona Ave., Santa Monica, 90401",Jaclyn Rivera- Krouse,Wed,8am - 1pm,Year Round,(424) 330-4216,34.016989992939,-118.497700038598
Los Angeles,La Cienega Farmers Market,"1835 La Cienega Blvd, La Cienega Plaza, corner of 18th St. & Holt Ave., Los Angeles, 90035",Cynthia Ojeda,Thu,2 - 7pm,Year Round,(424) 287-2280,34.045150002486,-118.380009987568
Los Angeles,Montrose Harvest Market,"2300 block of Honolulu Ave., between Ocean View Blvd. & Wickham Way, Montrose, 91020",Mark Sheridan,Sun.,5am - 3pm,Year Round,(818) 646-2880,34.206180850378,-118.230188919022
Los Angeles,Huntington Park CFM,"Bissell St. at E. Florence Ave., Salt Lake Park, Huntington Park, 90255",Kelli Johnson,Wed,8:30am - 1:30pm,Year Round,None,33.972130005235,-118.205259963034
Los Angeles,Brentwood Farmers Market,"741 Gretna Green Way, cross street San Viciente & Montana, Brentwood, 90049",Emilio Sanchez / Chloe Nicolai,Sun.,9am - 2pm,Year Round,(818) 591-8161,34.052680010932,-118.469910006258
Los Angeles,Central Avenue Farmers' Market,"4301 S. Central Ave., Los Angeles, 90011",Marie-Alise deMarco,Thur.,10am - 3pm,Year Round,(323) 463-3171,34.005510012622,-118.256517480247
Los Angeles,La Canada Farmers Market,"1346 Foothill Blvd., La Canada, 91011",Chloe Nickolai,Sat.,9am - 1pm,Year Round,(818) 591-8161,34.207809508875,-118.207623240635
Los Angeles,Atwater Village Farmers' Market,"3528 Larga Ave., Los Angeles, 90039",Nina Angelo,Sun.,10am - 2pm,Year Round,(323) 463-3171,34.117748972884,-118.260021835
Los Angeles,Old LA Certified Farmers Market,"N. Figueroa St. & Avenue 58, Los Angeles, 90042",Misty Iwatsu & Christopher Nyerges,Tue,3 - 8pm,Year Round,(323) 449-4100,34.1100600055,-118.191850007601
Los Angeles,Los Angeles City Hall Certified Farmers' Market,"200-205 N. Main St., First St. & Temple St., Los Angeles, 90026",Susan Hutchinson / Greenmarke ts,Thur.,10am - 2pm,Year Round,(323) 710-4198,34.053387988384,-118.242273776905
Los Angeles,Mt. SAC Farmers Market,"Mt. San Antonio College, 1100 N. Grand Ave./Temple Ave., Walnut, 91789",Rick Palas,Sat,8am - 2pm,Year Round,(626) 810-8476,34.04315,-117.84771
Los Angeles,Manhattan Beach Farmers' Market,"13th St. between Valley & Morningside Dr., Manhattan Beach, 90266",Cynthia Rogers,Tue,11am - 3pm,Year Round,(310) 936-9060,33.886720004439,-118.409470030297
Los Angeles,Mar Vista Farmers Market,"Grandview @ Venice Blvd., Los Angeles, 90066",Diana Rodgers,Sun,9am - 2pm,Year Round,(310) 861-4444,34.004940001296,-118.431319975495
Los Angeles,Echo Park Farmers' Market,"1146 Logan St., Los Angeles, 90026",Javier Arteaga,Fri,3 - 8pm,Year Round,(323) 463-3171,34.076682323896,-118.258709426241
Los Angeles,Bank of America @ Bunker Hill Certified Famers Market,"333 S. Hope St., Los Angeles, 90012",Melissa Farwell,Tue,10am - 2pm,Year Round,(818) 591-8161,34.053359448003,-118.252698266065
Los Angeles,San Dimas CFM,"245 E. Bonita Ave., San Dimas, 91773",Alicia Cole,Wed.,4 - 8:30pm,Apr - Sep,(909) 581-4744,34.106707495687,-117.803566976359
Los Angeles,Downey CFM,"11102 La Reina Ave., Downey, 90241",Emilio Sanchez,Sat.,9am - 1pm,Year Round,(818) 591-8161,33.941656367395,-118.134354324212
Los Angeles,West Covina Certified Farmers Market,"195 S. Glendora Ave., Glendora Ave. & E. Dalewood, West Covina, 91790",Amy Arnold,Sat,9am - 1pm,Year Round,(626) 484-1296,34.070841331999,-117.921352161989
Los Angeles,7th & Fig Farmers Market,"735 S. Figueroa Street @ 7th St., Los Angeles, 90017",Melissa Farwell,Thur.,10am - 2pm,Year Round,(818) 591-8161,34.04941999542,-118.259909971738
Los Angeles,Downtown Pomona Farmer's Market,"Shaun Diamond Plaza, 197 W. 2nd St., 2nd St. between Gibbs St. & Parcels St., cross street Garey Ave. & 2nd St., Pomona, 91766",Lorena Parker,Sat,5 -9pm,Year Round,(909) 469-1121,34.057850161716,-117.751171087689
Los Angeles,Malibu Farmers Market,"23555 Civic Center Way, Malibu, 90265",Debra Bianco,Sun.,9am - 2pm,Year Round,(310) 428-4262,34.036170906555,-118.689852646477
Los Angeles,Marine Stadium Farmers Market,"Marine Stadium, Appian Way & Nieto Ave., Long Beach, 90803",Lee Ostendorf,Wed,3-7 pm (8pm in Summer ),Year Round,(562) 449-9299,33.76825841313,-118.13265253545
Los Angeles,Playa Vista Farmers' Market,"12775 W. Millennium Dr. (Millennium & Village Drs.), Los Angeles, 90094",Mark Anderson,Sat.,9am - 2pm,Year Round,(831) 777-6887,33.976460012596,-118.415310037516
Los Angeles,Wellington Square CFM,"4394 W. Washington Blvd., at Wellington & Washington, Los Angeles, 90016",Melissa Conley,Sun,9am - 1pm,Year Round,(323) 307-1256,34.039849999379,-118.334070033549
Los Angeles,Main Street Canoga Park Farmers' Market,"7248 Owenmouth Ave. between Wyandotte St. & Sherman Wy., Canoga Park, 91303",Jasalene Rodriguez,Sat,9am - 1:30pm,Year Round,(714) 747-6811,34.202485910711,-118.601538575534
Los Angeles,Kaiser Permanente Panorama City Farmers' Market,"Kaiser Permanente Panorama City Medical Center, 13652 Cantara St. near Bardwell Ave., Panorama City, 91402",Adam Ruiloba,Wed,9am - 1:30pm,Year Round,(310) 383-3708,34.219812478041,-118.430114993095
Los Angeles,Crenshaw Farmers' Market,"3650 W. MLK Jr. Blvd., Los Angeles, 90008",Aaron Hawk- Harris,Sat.,10am - 3pm,Year Round,(323) 463-3171,34.011220351798,-118.33587926735
Los Angeles,Riviera Village Certified Farmers Market,"1801 S. Elena Ave., Avenida Del Norte & Via El Porte, Redondo Beach, 90277","Lynda Habash, Start to Finish Event Serv. Inc.",Sun,9am - 2pm,Year Round,(310) 780-3637,33.817447953331,-118.386026401945
Los Angeles,Silver Lake Certified Farmers' Market,"1500 Griffith Park Blvd., between Sunset Blvd. and Edgecliff Dr., Los Angeles, 90026",Edwin Gomez,Tue,1:30 - 7pm,Year Round,(213) 484-4002,34.090244186678,-118.277339341275
Los Angeles,South Gate CFM,"South Gate Park,Northwest courner of Tweedy Blvd. & Pinehurst, South Gate, 90280",Kelli Johnson,Mon,8:30am - 1:30pm,Year Round,(562) 308-7364,33.941709983135,-118.182959993455
Los Angeles,Temple City Certified Farmers' Market,"9701 Las Tunas Dr., City Hall parking lot, Temple City, 91780",Celena Groman,Sun,8am - noon,Year Round,(626) 710-7069,34.107151862284,-118.0578342723
Los Angeles,San Pedro CFM,"6th & Mesa Sts., LA County Parking Lot, San Pedro, 90731",Evelin TH/Rick K,Fri.,11am - 3pm,Year Round,(310) 739-4391,33.738769983751,-118.285709972626
Los Angeles,Pacific Palisades Certified Farmers Market,"15330 Antioch St. /1038 Swarthmore, at Sunset, Pacific Palisades, 90272",Mika Fabbro,Sun.,8am - 2pm,Year Round,(818) 591-8161,34.047079684235,-118.526895967558
Los Angeles,Century City Certified Farmers Market,"10100 Santa Monica Blvd., Avenue of the Stars, Century City, 90067",Melissa Farwell,Thu,10am - 2pm,Year Round,(818) 591-8161,34.06202428232,-118.416944676273
Los Angeles,Lancaster Blvd. CFM,"758 W Lancaster Blvd. at Dale Ave., Lancaster, 93534",Diego Oxa,Thu,4-9 pm,Apr - Oct,(818) 591-8161,34.697516443211,-118.143801681023
Los Angeles,East Hollywood Certified Farmers' Market - Thursday,"5448 Hollywood Blvd., Hollywood Blvd & Western Avenue, Los Angeles, 90027",Michelle Rivera,Thu,3:30 - 7:30 pm,Year Round,(323) 468-2555,34.101722484502,-118.308784010964
Los Angeles,Cerritos CFM,"Towne Center Dr./Park Plaza Dr. & Bloomfield/Artesia, Cerritos, 90703",Kelli Johnson,Sat,8am - noon,Year Round,(562) 308-7364,33.870400019861,-118.063739993639
Los Angeles,Historic Downtown LA Farmers' Market,"W. Fifth St. and S. Spring St. between S. Spring St. and S. Broadway, Los Angeles, 90013",Adam Ruiloba,Sun,9am - 3pm,Year Round,(805) 845-6100,34.04738998229,-118.249629986589
Los Angeles,Altadena Farmers Market,"600 W. Palm St. at Lincoln Ave., Altadena, 91001",Rafaela Gass,Wed,4 - 7pm,Year Round,(626) 639-5612,34.200690004137,-118.159109958522
Los Angeles,Bixby Park Farmers Market - Tuesdays,"130 Cherry, Junipero and 1st St., Long Beach, 90802",Lee Ostendorf,Tue,3-7pm (8pm in summer ),Year Round,(562) 449-9299,33.765280015657,-118.166300038885
Los Angeles,Kaiser WLA Farmers Market,"Kaiser Permanente Hospital - Main Entrance, 6041 Cadillac Ave., Los Angeles, 90034",Cynthia Ojeda and/or Lynette Miscione,Wed.,9:30am - 2pm,Year Round Closed 3/11/202 0- 4/15/202 0,(424) 772-6628,34.03781562766,-118.375509576115
Los Angeles,Marina del Rey Farmers' Market,"14101 Panay Way at Via Marina, Los Angeles, 90292",Rob Tabaldo,Sat,9am - 2pm,Year Round,(805) 845-6100,33.979029987929,-118.459179996727
Los Angeles,Miracle Mile Certified Farmers Market,"5700 Wilshire Blvd., Courtyard Place, Los Angeles, 90036",Melissa Farwell,Wed.,10am - 2pm,Year Round,(818) 591-8161,34.062392499327,-118.353531974532
Los Angeles,USC Hospitality Farmers Market,"4315 S. Figueroa St. at McCarthy Way, Los Angeles, 90089",Chloe Nicleoli,Wed.,10am - 2pm,1/19- 4/27/22 & Fall Semest er,(818) 591-8161,34.004891062258,-118.282807071808
Los Angeles,Pershing Square Farmers Market,"532 S. Olive St., at 5th & 6th Streets, Los Angeles, 90071",Fernando Oxa,Wed.,10am - 2pm,Year Round,(818) 591-8161,34.049293153965,-118.252921005984
Los Angeles,Kaiser Permanente Baldwin Park Farmers' Market,"Kaiser Permanente Medical Center, 1011 Baldwin Park Blvd., Baldwin Park, 91706",Beatriz Luis,Fri,8:30am - 1:30pm,Year Round,(310) 383-3708,34.064768140235,-117.984540144906
Los Angeles,Torrance Certified Farmers' Market (Saturday),"Wilson Park, 2400 Jefferson St. (Crenshaw Ave.), Torrance, 90501",Joyce Chan,Sat,8am - 1pm,Year Round,(310) 781-7520,33.827532698518,-118.326878935718
Los Angeles,CSUN Farmers Market,"18111 Nordoff St., Northridge, 91330",Melissa Farwell,Tue,10am - 2pm,Year Round,(818) 591-8161,34.239210004098,-118.527768020764
Los Angeles,Bixby Park Farmers Market - Saturday,"130 Cherry Ave., Junipero Ave. and 1st St., Long Beach, 90802",Lee Ostendorf,Sat,10am - 3pm,Year Round,(562) 449-9299,33.766102699454,-118.168089491393
Los Angeles,Old Town Newhall Farmers Market,"24500 Main St., Santa Clarita, 91321",Larry McClements,Sat,8:30am - 1pm,Year Round,(661) 253-4300,34.381902517929,-118.530362638892
Los Angeles,Lincoln Heights Certified Farmers Market,"N. Broadway & Sichel, Los Angeles, 90031",Misty Iwatsu & Bea Felix,Wed,3 -8pm,Year Round,(323) 437-0203,34.073679989238,-118.213090001705
Los Angeles,Monrovia Street Faire and Certified Farmers Market,"700 S. Myrtle, cross street Chestnut, Monrovia, 91016",Emilio Sanchez,Fri,"5 - 9pm, 10pm Spring & Summer",Year Round,(818) 591-8161,34.144455857642,-118.000905559398
Los Angeles,Howard Hughes / Playa District Farmers Market,"6080 Center Drive, Los Angeles, 90045",Melissa Farwell,Thu,10am - 2pm,Year Round,(818) 591-8161,33.976751074184,-118.391081978749
Los Angeles,La Puente Live,"Central Ave./Main St., La Puente, 91744",Eli Tawil,Fri,6 - 10pm,Year Round,(562) 375-0888,34.017624945976,-117.948289643494
Los Angeles,Westchester Certified Farmers' Market,"6200 West 87th St., between Truxton Ave. & Sepulveda E-Way, Westchester, 90045",Cynthia Rogers,Sun,9am - 1pm,Year Round,(310) 936-9060,33.958532708875,-118.39354998823
Los Angeles,East Hollywood Certified Farmers' Market - Monday,"5448 Hollywood Blvd., Hollywood Blvd. & Western Ave., Los Angeles, 90027",Michelle Rivera,Mon,3:30 - 7:30pm,Year Round,(323) 468-2555,34.101722484502,-118.308784010964
Los Angeles,Westwood Village Farmers' Market,"1030 Broxton Ave., Broxton & Kinross, Los Angeles, 90024",Mark Anderson,Thu,Noon - 5pm,Year Round,(831) 777-6887,34.062081537656,-118.446661715542
Los Angeles,Pepperdine Farmer's Market,"24255 Pacific Coast Hwy., Pepperdine University- Mullin Town Square, Malibu, 90263",Gregory Stevens,Tue (bi- weekl y),11am - 2pm,Nov - May,(310) 506-6043,34.036510020511,-118.708443967024
Los Angeles,Rosemead Certified Farmers Market,"4343 Encinita Ave., Encinita & Mission, Rosemead, 91770",Amy Arnold,Mon,5 - 9pm,Apr - Dec 19,(626) 484-1296,34.084881993041,-118.067696570461
Los Angeles,Glendale Gateway CFM,"801 N. Brand Blvd., Glendale, 91023",Leonard Lozano,Tue,10am - 2pm,Year Round,(661) 621-5263,34.158156958482,-118.255158857561
Los Angeles,Farmers Marketplace of Long Beach,"5000 E. Spring St., Long Beach, 90815",Pamela Vigneau- Sears,Sun,8am - 2pm (winter 1pm),Year Round,(562) 972-8897,33.81057037218,-118.135194460924
Los Angeles,Rancho Los Amigos CFM,"7601 E. Imperial Hwy., Downey, 90242",Leonard Lozano,Thu,10am - 2pm,Year Round,(661) 621-5263,33.92982901257,-118.15760901112
Los Angeles,Monterey Park Certified Farmers Market,"1950 Wilcox Ave., Wilcox Ave. & Elmgate, Monterey Park, 91755",Amy Arnold,Thurs,"4 - 8pm, 9pm Apr- Dec",Year Round,(626) 484-1296,34.041086330098,-118.128029358633
Los Angeles,Harbor UCLA Medical Center CFM,"1000 W. Carson St., Torrance, 90502",Leonard Lozano,Wed,9am - 2pm,Year Round,(661) 621-5263,33.831562513407,-118.292063036138
Los Angeles,East Los Angeles Certified Farmer's Market,"4801 East 3rd Street & S. Mednik Ave., Los Angeles, 90022",Brissa Sanchez,Sat,8am - 1pm,Year Round,(323) 451-2801,34.033280012213,-118.162289968767
Los Angeles,Dominguez Hills Farmers Market,"CSU Dominguez Hills Campus, NO OUTSIDE COMMUNITY ALLOWED, Vectoria St. & Toro Center Dr., Carson, 90747",Evelin TH / Rick K,"Tue (as arrang ed, not contin uous)",10am - 2pm,Feb - May & Aug - Dec,(310) 739-4391,33.867240000454,-118.257520039686
Los Angeles,Wilmington Farmers Market,"470 Hawaiian Ave., Providence Wellmess Center, Wilmington, 90744",Nancy Ramos,Tues,9am - 2pm,Year Round,(310) 738-0472,33.774848083861,-118.276413855271
Los Angeles,Sherman Oaks Farmers Market,"14006 Riverside Dr. at Woodman, Sherman Oaks, 91324",Chloe Nickoli,Tue,"3 - 7pm, 8p, Spring & Summer",Year Round,(818) 591-8161,34.157609997391,-118.431240012139
Los Angeles,South Bay Pavilion Farmer Market,"20700 Avalon Blvd., Carson, 90746",Irma Hernandez,Thu,9am - 3pm,Year Round,(323) 353-2385,33.843735509479,-118.263213866513
Los Angeles,Norwalk Farmers Market,"City Hall, 12700 Norwalk Blvd., Norwalk, 90650",Evelin TH / Rick K,Tue,9am - 1pm,Year Round,(310) 739-4391,33.915765981151,-118.072492544573
Los Angeles,Hidden Hills Farmers Market,"24549 Long Valley Road, Hidden Hills, 91302",Fernando Oxa,Tue,2 - 6pm,Year Round,(818) 591-8161,34.167742754411,-118.659945437061
Los Angeles,Lomita Farmers Market,"24300 Narbonne Ave. (City Hall), Lomita, 90717",Evelin T.H./Rick K.,Sun,10am - 2pm,Year Round,(310) 739-4391,33.804769717997,-118.31987544816
Los Angeles,Covina Certified Farmers Market,"400 N. Citrus Ave., Citrus Ave./San Bernardino Rd., Covina, 91724",Amy Arnold,Fri,"5 - 8:30pm, 9pm Apr- Dec",Year Round,(626) 484-1296,34.089377287619,-117.890100789502
Los Angeles,AV Winery Farmers Market,"42041 20th St. W., 20th St. W & Ave. M, Lancaster, 93534",Cyndee Donato,Sat,9am - noon,May - Nov,(661) 722-0145,34.647050991024,-118.165607526044
Los Angeles,El Monte Farmers Market on Main Street,"10800 Main Street between Tyler Ave. and Santa Anita Ave., El Monte, 91631",Jerry M Moreno,Thu,5-9 pm,Apr - Oct,(626) 580-2270,34.085190018679,-118.03059996014
Los Angeles,Larchmont Village CFM - Wednesdays,"209 N. Larchmont Blvd. Lot #694, cross street Beverly & 1st St., Los Angeles, 90067",Emilio Sanchez,Wed,1 - 5pm,Year Round,(818) 591-8161,34.061760000913,-118.259300020644
Los Angeles,Norwalk Farmers Market,"Norwalk City Hall, 12700 Norwalk Blvd., Norwalk, 90650",Evelin TH/Rick K.,Wed,5 - 9pm,Year Round,(310) 739-4391,33.91551,-118.07249
Los Angeles,Olive View Medical Center CFM,"14445 Olive View Dr., Sylmar, 91342",Leonard Lozano,Fri,9am - 2pm,Year Round,(661) 621-5263,34.324504879455,-118.445629728234
Los Angeles,Brentwood Thursday Farmers Market,"741 Gretna Green Way, Brentwood, 90049",Melissa Farwell - Fernando Oxa,Thu,1-5 pm,Year Round,(818) 591-8161,34.050603710754,-118.475168486196
Los Angeles,The Whizins Agoura Hills CFM,"28914 Roadside Drive, Agoura Hills, 91301",Melissa Farwell,Sat,8am - 2pm,Year Round,(818) 591-8161,34.14468305969,-118.754433290286
Los Angeles,Adventist Health White Memorial FM,"1700 Cesar E Chavez Ave, On hospital property by dining hall, Los Angeles, 90033",Evelin TH / Rick K,Thu,10am - 2pm,Year Round,(310) 739-4391,34.051009581448,-118.217258573611
Los Angeles,Heritage @ CMC Farmers Market,"110 E. 9th Street, at Los Angeles St., Los Angeles, 90079","Ashlee Turner, Myisha Turner, Stuart Neacy",Wed,10am - 2pm,Year Round,(909) 901-9753,34.041315114145,-118.25479365804
Los Angeles,The Heart of the Canyons Farmers Market,"9666 Foothill Blvd., Lake View Terrace, 91342",Colleen Rau,Sat,8am - noon,Year Round,(314) 960-0946,34.273511652587,-118.339334134338
Los Angeles,North Hollywood (NoHo) Farmers Market,"5331 Bakman Ave., between Chandler and Weddington, North Hollywood, 91601",Lily Dunn,Sat,9:30am - 2:30pm,Year Round,(818) 588-5452,34.167574990619,-118.377469278526
Los Angeles,West LA Certified Farmers Market,"1600 Pudue Ave. @ Santa Monica Blvd., Los Angeles, 90025",Daniel Meyer,Sun,9am - 2pm,Year Round,(310) 561-7348,34.045829984381,-118.450740006962
Los Angeles,City of Vernon Certified Farmers Market,"4305 South Santa Fe Ave., Parkign Structure, Vernon, 90058",Veronica Petrosyan,Sat,8am - noon,Year Round,(323) 826-1448,34.004754006865,-118.230267538796
Los Angeles,Pico Rivera Certified Farmers Market,"6016 Rosemead Blvd., Smith Park- parking lot adjacent to Mines Ave., Pico Rivera, 90660",Efrain Lee / Deanna Diaz,Wed,5 - 9pm,Apr - Aug,(562) 755-0470,33.991451046425,-118.090774648865
Los Angeles,La Mirada Farmers Market,"13810 La Mirada Blvd., City Hall, La Mirada, 90639",Evelin TH / Rick K,Sat,9am - 2pm,Jan - May & Sep - Dec,(310) 739-4391,33.905213796091,-118.011667019255
Los Angeles,Lynwood Farmers Market,"11301 Bullis Rd, Lynwood Park, Lynwood, 90262",Evelin TH / Rick K,Thu,10am - 3pm,Year Round,(310) 739-4391,33.927652986687,-118.2030260182
Los Angeles,The Oaks in Calabasas CFM,"25464 Prado De Las Flores, Calabasas, 91302",Melissa Farwell,Wed,3 - 7pm,Year Round,(818) 591-8161,34.13980881424,-118.67706400042
Los Angeles,Montebello Farmers Market,"777 W Whittier Blvd., Montebello, 90640",Evelin TH / Rick K,Thu,5 - 9pm,Apr - Jun,(310) 739-4391,34.009989720774,-118.107967776297
Los Angeles,Canyon Country Farmers Market,"18410 Sierra Hwy at Soledad Canyon, Santa Clarita, 91351",Larry McClements,Wed,4 - 8pm,Year Round,(661) 313-1000,34.416380009808,-118.45602001923
Los Angeles,Los Angeles River Farmers' Market (LARFM),"1245 N. Spring St., Los Angeles, 90017",Elise Dang,Thu,3 - 7:30pm,Year Round,(323) 463-3171,34.068377010556,-118.233511000049
Los Angeles,Duarte Farmers' Market,"819 Buena Vista St., Duarte, 91010",Carole Gallegos,Wed,4 - 7:30pm,Year Round,(626) 357-3333,34.142998473257,-117.977619200389
Los Angeles,Lake LA Farmers Market,"40181 171st St. E, 170th St. E & Park Valley, Palmdale, 93591",Vladimir Gomez,Sat,8am - 8pm,Year Round,(660) 547-9855,34.612352164675,-117.825908981138
Los Angeles,Flower on 28th St. Farmer's Market,"434 W. 28th St., between Flower St. and Hope on W. 28th St., Los Angeles, 90007",Jakobi Ewart,Wed,noon - 5pm,Year Round,(310) 881-3640,34.025598403291,-118.275070057929
